"","VariantID","DISEASE/TRAIT","MAPPED_GENE","CONTEXT","INTERGENIC","RISK ALLELE FREQUENCY","MAPPED_TRAIT","EnsVar_most_severe_consequence","Parent term","monogenic_searched_resource","monogenic_disease_name"
"3010","rs4775761","Macular thickness","FBN1","intron_variant",0,"NR","macula measurement","intron_variant","Other measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Marfan syndrome"
"3011","rs74002781","Major depressive disorder","PKD1","intron_variant",0,"NR","unipolar depression","intron_variant","Neurological disorder","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Autosomal dominant polycystic kidney disease (ADPKD)"
"3012","rs334","Malaria","HBB","missense_variant",0,"","malaria","missense_variant","Digestive system disorder","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Sickle cell anemia"
"3013","rs334","Malaria","HBB","missense_variant",0,"","malaria","missense_variant","Digestive system disorder","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","β-Thalassemia"
"3014","rs334","Malaria","HBB","missense_variant",0,"","malaria","missense_variant","Digestive system disorder","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Sickle cell anemia"
"3015","rs334","Malaria","HBB","missense_variant",0,"","malaria","missense_variant","Digestive system disorder","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","β-Thalassemia"
"3016","rs334","Malaria","HBB","missense_variant",0,"","malaria","missense_variant","Digestive system disorder","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Sickle cell anemia"
"3017","rs334","Malaria","HBB","missense_variant",0,"","malaria","missense_variant","Digestive system disorder","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","β-Thalassemia"
"3018","rs1800562","Mean corpuscular hemoglobin","HFE","missense_variant",0,"0.9385","mean corpuscular hemoglobin","missense_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Hemochromatosis"
"3019","rs1800562","Mean corpuscular hemoglobin","HFE","missense_variant",0,"0.947","mean corpuscular hemoglobin","missense_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Hemochromatosis"
"3020","rs1800562","Mean corpuscular hemoglobin","HFE","missense_variant",0,"NR","mean corpuscular hemoglobin","missense_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Hemochromatosis"
"3021","rs1800562","Mean corpuscular hemoglobin","HFE","missense_variant",0,"0.076932","mean corpuscular hemoglobin","missense_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Hemochromatosis"
"3022","rs1800562","Mean corpuscular hemoglobin","HFE","missense_variant",0,"NR","mean corpuscular hemoglobin","missense_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Hemochromatosis"
"3023","rs334","Mean corpuscular hemoglobin","HBB","missense_variant",0,"0.997575","mean corpuscular hemoglobin concentration","missense_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Sickle cell anemia"
"3024","rs334","Mean corpuscular hemoglobin","HBB","missense_variant",0,"0.997575","mean corpuscular hemoglobin concentration","missense_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","β-Thalassemia"
"3025","rs78378222","Mean corpuscular hemoglobin","TP53","3_prime_UTR_variant",0,"0.0121","mean corpuscular hemoglobin","3_prime_UTR_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Li-Fraumeni syndrome sarcoma, breast, leukemia, and adrenal gland (SBLA) syndrome"
"3026","rs78378222","Mean corpuscular hemoglobin","TP53","3_prime_UTR_variant",0,"0.012449","mean corpuscular hemoglobin concentration","3_prime_UTR_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Li-Fraumeni syndrome sarcoma, breast, leukemia, and adrenal gland (SBLA) syndrome"
"3027","rs78378222","Mean corpuscular hemoglobin","TP53","3_prime_UTR_variant",0,"0.012315","mean corpuscular hemoglobin","3_prime_UTR_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Li-Fraumeni syndrome sarcoma, breast, leukemia, and adrenal gland (SBLA) syndrome"
"3028","rs78378222","Mean corpuscular hemoglobin","TP53","3_prime_UTR_variant",0,"0.0120092","mean corpuscular hemoglobin concentration","3_prime_UTR_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Li-Fraumeni syndrome sarcoma, breast, leukemia, and adrenal gland (SBLA) syndrome"
"3029","rs78378222","Mean corpuscular hemoglobin","TP53","3_prime_UTR_variant",0,"NR","mean corpuscular hemoglobin","3_prime_UTR_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Li-Fraumeni syndrome sarcoma, breast, leukemia, and adrenal gland (SBLA) syndrome"
"3030","rs78378222","Mean corpuscular hemoglobin","TP53","3_prime_UTR_variant",0,"NR","mean corpuscular hemoglobin","3_prime_UTR_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Li-Fraumeni syndrome sarcoma, breast, leukemia, and adrenal gland (SBLA) syndrome"
"3031","rs1800730","Mean corpuscular hemoglobin","HFE","missense_variant",0,"0.016311","mean corpuscular hemoglobin","missense_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Hemochromatosis"
"3032","rs34029390","Mean corpuscular hemoglobin","HBB","3_prime_UTR_variant",0,"0.00495299999999999","mean corpuscular hemoglobin","3_prime_UTR_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Sickle cell anemia"
"3033","rs34029390","Mean corpuscular hemoglobin","HBB","3_prime_UTR_variant",0,"0.00495299999999999","mean corpuscular hemoglobin","3_prime_UTR_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","β-Thalassemia"
"3034","rs34029390","Mean corpuscular hemoglobin","HBB","3_prime_UTR_variant",0,"0.995072","mean corpuscular hemoglobin concentration","3_prime_UTR_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Sickle cell anemia"
"3035","rs34029390","Mean corpuscular hemoglobin","HBB","3_prime_UTR_variant",0,"0.995072","mean corpuscular hemoglobin concentration","3_prime_UTR_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","β-Thalassemia"
"3036","rs33930165","Mean corpuscular hemoglobin","HBB","missense_variant",0,"0.9927","mean corpuscular hemoglobin","missense_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Sickle cell anemia"
"3037","rs33930165","Mean corpuscular hemoglobin","HBB","missense_variant",0,"0.9927","mean corpuscular hemoglobin","missense_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","β-Thalassemia"
"3038","rs33930165","Mean corpuscular hemoglobin","HBB","missense_variant",0,"0.9875","mean corpuscular hemoglobin","missense_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Sickle cell anemia"
"3039","rs33930165","Mean corpuscular hemoglobin","HBB","missense_variant",0,"0.9875","mean corpuscular hemoglobin","missense_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","β-Thalassemia"
"3040","rs33930165","Mean corpuscular hemoglobin","HBB","missense_variant",0,"NR","mean corpuscular hemoglobin","missense_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Sickle cell anemia"
"3041","rs33930165","Mean corpuscular hemoglobin","HBB","missense_variant",0,"NR","mean corpuscular hemoglobin","missense_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","β-Thalassemia"
"3042","rs34598529","Mean corpuscular hemoglobin","HBB","5_prime_UTR_variant",0,"0.998186","mean corpuscular hemoglobin concentration","5_prime_UTR_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Sickle cell anemia"
"3043","rs34598529","Mean corpuscular hemoglobin","HBB","5_prime_UTR_variant",0,"0.998186","mean corpuscular hemoglobin concentration","5_prime_UTR_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","β-Thalassemia"
"3044","rs1800562","Mean corpuscular hemoglobin concentration","HFE","missense_variant",0,"0.947","mean corpuscular hemoglobin concentration","missense_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Hemochromatosis"
"3045","rs1800562","Mean corpuscular hemoglobin concentration","HFE","missense_variant",0,"0.9385","mean corpuscular hemoglobin concentration","missense_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Hemochromatosis"
"3046","rs1800562","Mean corpuscular hemoglobin concentration","HFE","missense_variant",0,"0.076917","mean corpuscular hemoglobin concentration","missense_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Hemochromatosis"
"3047","rs1800562","Mean corpuscular hemoglobin concentration","HFE","missense_variant",0,"NR","mean corpuscular hemoglobin concentration","missense_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Hemochromatosis"
"3048","rs334","Mean corpuscular hemoglobin concentration","HBB","missense_variant",0,"NR","mean corpuscular hemoglobin concentration","missense_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Sickle cell anemia"
"3049","rs334","Mean corpuscular hemoglobin concentration","HBB","missense_variant",0,"NR","mean corpuscular hemoglobin concentration","missense_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","β-Thalassemia"
