"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs35320439-<b>G</b>,"1 x 10-9",(EA),0.3104,1.0876893,'-,[1.06-1.11],GAL3ST2,"Crohn's disease","Crohn's disease",'-,GCST003044,2:241797926
rs9868809-<b>A</b>,"1 x 10-9",(EA),0.1036,1.1240871,'-,[1.09-1.16],CELSR3,"Crohn's disease","Crohn's disease",'-,GCST003044,3:48643620
rs2538470-<b>A</b>,"1 x 10-9",(EA),0.3622,1.0778457,'-,[1.05-1.1],"RN7SL72P, RPL32P17","Crohn's disease","Crohn's disease",'-,GCST003044,7:148523356
rs7954567-<b>A</b>,"1 x 10-9",(EA),0.3338,1.0857501,'-,[1.06-1.11],LTBR,"Crohn's disease","Crohn's disease",'-,GCST003044,12:6381959
rs6863411-<b>T</b>,"2 x 10-14",(EA),0.63,1.1018033,'-,[1.08-1.13],NDFIP1,"Crohn's disease","Crohn's disease",'-,GCST003044,5:142133639
rs71559680-<b>G</b>,"2 x 10-15",(EA),0.53,1.1003201,'-,[1.08-1.12],LINC00581,"Crohn's disease","Crohn's disease",'-,GCST003044,6:21430497
rs3742130-<b>G</b>,"1 x 10-10",(EA),0.78,1.0992312,'-,[1.07-1.13],"GPR18, UBAC2","Crohn's disease","Crohn's disease",'-,GCST003044,13:99255087
rs4845604-<b>G</b>,"1 x 10-7",(EA),0.85,1.0955864,'-,[1.06-1.13],RORC,"Crohn's disease","Crohn's disease",'-,GCST003044,1:151829204
rs10051722-<b>A</b>,"4 x 10-12",(EA),0.7,1.0947279,'-,[1.07-1.12],'-,"Crohn's disease","Crohn's disease",'-,GCST003044,5:130768383
rs4802307-<b>C</b>,"9 x 10-12",(EA),0.7,1.0939962,'-,[1.07-1.12],"HIF3A, PPP5C","Crohn's disease","Crohn's disease",'-,GCST003044,19:46346549
rs1847472-<b>C</b>,"1 x 10-10",(EA),0.66,1.0891367,'-,[1.06-1.12],BACH2,"Crohn's disease","Crohn's disease",'-,GCST003044,6:90263440
rs7657746-<b>A</b>,"2 x 10-9",(EA),0.76,1.0890222,'-,[1.06-1.12],KIAA1109,"Crohn's disease","Crohn's disease",'-,GCST003044,4:122240464
rs17119-<b>A</b>,"2 x 10-8",(EA),0.81,1.0885191,'-,[1.06-1.12],"RNU6-793P, PPIAP9","Crohn's disease","Crohn's disease",'-,GCST003044,6:14719265
rs11230563-<b>G</b>,"4 x 10-11",(EA),0.65,1.0883777,'-,[1.06-1.11],CD6,"Crohn's disease","Crohn's disease",'-,GCST003044,11:61008737
rs7015630-<b>A</b>,"9 x 10-10",(EA),0.73,1.0879005,'-,[1.06-1.11],"COX6B1P6, RNU6-925P","Crohn's disease","Crohn's disease",'-,GCST003044,8:89863690
rs7438704-<b>G</b>,"3 x 10-11",(EA),0.64,1.0875221,'-,[1.06-1.11],SLAIN2,"Crohn's disease","Crohn's disease",'-,GCST003044,4:48361228
rs3853824-<b>G</b>,"1 x 10-10",(EA),0.64,1.0847627,'-,[1.06-1.11],C17orf67,"Crohn's disease","Crohn's disease",'-,GCST003044,17:56803632
rs1517352-<b>C</b>,"1 x 10-10",(EA),0.6,1.0832976,'-,[1.06-1.11],STAT4,"Crohn's disease","Crohn's disease",'-,GCST003044,2:191066738
rs7773324-<b>A</b>,"1 x 10-9",(EA),0.6,1.0819273,'-,[1.06-1.11],"DUSP22, IRF4","Crohn's disease","Crohn's disease",'-,GCST003044,6:382559
rs1801274-<b>A</b>,"9 x 10-11",(EA),0.5,1.0816648,'-,[1.06-1.11],FCGR2A,"Crohn's disease","Crohn's disease",'-,GCST003044,1:161509955
rs7165170-<b>A</b>,"7 x 10-7",(EA),0.82,1.0798767,'-,[1.05-1.11],"CRTC3, CRTC3-AS1","Crohn's disease","Crohn's disease",'-,GCST003044,15:90638257
rs1042058-<b>G</b>,"2 x 10-9",(EA),0.6,1.0776412,'-,[1.05-1.1],MAP3K8,"Crohn's disease","Crohn's disease",'-,GCST003044,10:30439172
rs4703855-<b>G</b>,"3 x 10-8",(EA),0.7,1.0760114,'-,[1.05-1.1],"YBX1P5, PTCD2","Crohn's disease","Crohn's disease",'-,GCST003044,5:72398072
rs10798069-<b>C</b>,"4 x 10-9",(EA),0.51,1.0729233,'-,[1.05-1.1],PLA2G4A,"Crohn's disease","Crohn's disease",'-,GCST003044,1:186906327
rs13204048-<b>A</b>,"3 x 10-8",(EA),0.61,1.0708697,'-,[1.05-1.1],SLC22A23,"Crohn's disease","Crohn's disease",'-,GCST003044,6:3420172
rs11229555-<b>C</b>,"1 x 10-6",(EA),0.75,1.0702233,'-,[1.04-1.1],GLYAT,"Crohn's disease","Crohn's disease",'-,GCST003044,11:58641214
rs4656958-<b>G</b>,"5 x 10-7",(EA),0.68,1.0694069,'-,[1.04-1.1],"ITLN2, ITLN1","Crohn's disease","Crohn's disease",'-,GCST003044,1:160887174
rs915286-<b>A</b>,"3 x 10-8",(EA),0.55,1.068916,'-,[1.05-1.09],LINC00598,"Crohn's disease","Crohn's disease",'-,GCST003044,13:40121855
rs2503322-<b>G</b>,"6 x 10-8",(EA),0.54,1.0676966,'-,[1.04-1.09],RSPO3,"Crohn's disease","Crohn's disease",'-,GCST003044,6:127136115
rs114985235-<b>C</b>,"9 x 10-23",,0.12,2.25,'-,[1.91-2.66],"HLA-B, LINC02571","Crohn's disease","Crohn's disease",'-,GCST003360,6:31301916
rs9271060-<b>G</b>,"1 x 10-22",,0.77,2.857143,'-,[2.33-3.57],"HLA-DRB1, HLA-DQA1","Crohn's disease","Crohn's disease",'-,GCST003360,6:32607736
rs293526-<b>T</b>,"2 x 10-11",,0.82,2.1276596,'-,[1.69-2.63],UBE3D,"Crohn's disease","Crohn's disease",'-,GCST003360,6:82938337
rs6478109-<b>G</b>,"5 x 10-25",,0.51,2.0833335,'-,[1.82-2.38],"TNFSF15, DELEC1","Crohn's disease","Crohn's disease",'-,GCST003360,9:114806486
rs140068907-<b>C</b>,"1 x 10-11",,0.08,1.98,'-,[1.62-2.41],"MTCO3P1, HLA-DQB1","Crohn's disease","Crohn's disease",'-,GCST003360,6:32691666
rs7517847-<b>A</b>,"1 x 10-159",(EA),0.56,1.3990791,'-,[1.37-1.42],"C1orf141, IL23R","Crohn's disease","Crohn's disease",'-,GCST003044,1:67215986
rs11742570-<b>G</b>,"4 x 10-87",(EA),0.61,1.2804482,'-,[1.26-1.3],'-,"Crohn's disease","Crohn's disease",'-,GCST003044,5:40410482
rs2413583-<b>G</b>,"8 x 10-34",(EA),0.83,1.2341797,'-,[1.2-1.27],"RPL3, PDGFB","Crohn's disease","Crohn's disease",'-,GCST003044,22:39263768
rs34856868-<b>G</b>,"2 x 10-6",(EA),0.97,1.2122864,'-,[1.13-1.29],BTBD8,"Crohn's disease","Crohn's disease",'-,GCST003044,1:92088726
rs10761659-<b>G</b>,"1 x 10-49",(EA),0.54,1.1978161,'-,[1.17-1.22],ALDH7A1P4,"Crohn's disease","Crohn's disease",'-,GCST003044,10:62685804
rs2361755-<b>G</b>,"6 x 10-14",(EA),0.92,1.1951665,'-,[1.15-1.24],LINC02132,"Crohn's disease","Crohn's disease",'-,GCST003044,16:85976080
rs13300218-<b>G</b>,"7 x 10-16",(EA),0.9,1.1831077,'-,[1.14-1.22],NOTCH1,"Crohn's disease","Crohn's disease",'-,GCST003044,9:136505189
rs17061048-<b>A</b>,"1 x 10-7",(EA),0.95,1.1618136,'-,[1.11-1.22],LINC00598,"Crohn's disease","Crohn's disease",'-,GCST003044,13:40258875
rs7554511-<b>C</b>,"2 x 10-27",(EA),0.72,1.1616178,'-,[1.13-1.19],INAVA,"Crohn's disease","Crohn's disease",'-,GCST003044,1:200908434
rs6651252-<b>A</b>,"4 x 10-16",(EA),0.87,1.1607062,'-,[1.12-1.2],LINC00824,"Crohn's disease","Crohn's disease",'-,GCST003044,8:128554935
rs11681525-<b>G</b>,"4 x 10-11",(EA),0.91,1.1577194,'-,[1.11-1.2],TEX41,"Crohn's disease","Crohn's disease",'-,GCST003044,2:144734815
rs11879191-<b>G</b>,"5 x 10-20",(EA),0.8,1.1537393,'-,[1.12-1.18],CDC37,"Crohn's disease","Crohn's disease",'-,GCST003044,19:10402235
rs3091315-<b>A</b>,"8 x 10-25",(EA),0.73,1.1525311,'-,[1.13-1.18],"CCL2, CCL7","Crohn's disease","Crohn's disease",'-,GCST003044,17:34266646
rs2823286-<b>G</b>,"1 x 10-24",(EA),0.71,1.1480856,'-,[1.12-1.17],CYCSP42,"Crohn's disease","Crohn's disease",'-,GCST003044,21:15445619
rs4246905-<b>G</b>,"7 x 10-23",(EA),0.72,1.1446497,'-,[1.12-1.17],TNFSF15,"Crohn's disease","Crohn's disease",'-,GCST003044,9:114790969
rs7097656-<b>G</b>,"4 x 10-18",(EA),0.8,1.1411755,'-,[1.11-1.17],TSPAN14,"Crohn's disease","Crohn's disease",'-,GCST003044,10:80491075
rs12722515-<b>C</b>,"8 x 10-13",(EA),0.84,1.1332967,'-,[1.1-1.17],IL2RA,"Crohn's disease","Crohn's disease",'-,GCST003044,10:6039267
rs423674-<b>C</b>,"2 x 10-14",(EA),0.8,1.1317871,'-,[1.1-1.16],RMI2,"Crohn's disease","Crohn's disease",'-,GCST003044,16:11279548
rs2641348-<b>A</b>,"1 x 10-9",(EA),0.89,1.1290045,'-,[1.09-1.17],ADAM30,"Crohn's disease","Crohn's disease",'-,GCST003044,1:119895261
rs17391694-<b>G</b>,"3 x 10-9",(EA),0.88,1.1264268,'-,[1.09-1.17],"RNFT1P2, GIPC2","Crohn's disease","Crohn's disease",'-,GCST003044,1:78157942
rs921720-<b>G</b>,"1 x 10-21",(EA),0.62,1.1255294,'-,[1.1-1.15],TRIB1,"Crohn's disease","Crohn's disease",'-,GCST003044,8:125522429
rs12199775-<b>A</b>,"5 x 10-6",(EA),0.93,1.1207099,'-,[1.07-1.17],PHACTR2,"Crohn's disease","Crohn's disease",'-,GCST003044,6:143577757
rs2945412-<b>A</b>,"5 x 10-20",(EA),0.59,1.1196703,'-,[1.1-1.14],KSR1,"Crohn's disease","Crohn's disease",'-,GCST003044,17:27516617
rs1819333-<b>A</b>,"2 x 10-19",(EA),0.54,1.1177828,'-,[1.09-1.14],"RNASET2, MIR3939","Crohn's disease","Crohn's disease",'-,GCST003044,6:166960059
rs1250546-<b>A</b>,"3 x 10-19",(EA),0.58,1.1170506,'-,[1.09-1.14],ZMIZ1,"Crohn's disease","Crohn's disease",'-,GCST003044,10:79272775
rs6062504-<b>G</b>,"8 x 10-17",(EA),0.69,1.1168494,'-,[1.09-1.14],ZGPAT,"Crohn's disease","Crohn's disease",'-,GCST003044,20:63717555
rs1842076-<b>A</b>,"2 x 10-16",(EA),0.72,1.1168399,'-,[1.09-1.14],LINC00604,"Crohn's disease","Crohn's disease",'-,GCST003044,5:40236916
rs1569328-<b>G</b>,"6 x 10-11",(EA),0.83,1.1154022,'-,[1.08-1.15],"U2, FOS","Crohn's disease","Crohn's disease",'-,GCST003044,14:75275048
rs2836878-<b>G</b>,"5 x 10-15",(EA),0.73,1.114705,'-,[1.09-1.14],RPL23AP12,"Crohn's disease","Crohn's disease",'-,GCST003044,21:39093608
rs113653754-<b>C</b>,"2 x 10-13",(EA),0.73,1.1104809,'-,[1.08-1.14],"HLA-DQB1, HLA-DQA1","Crohn's disease","Crohn's disease",'-,GCST003044,6:32658495
rs6908425-<b>G</b>,"5 x 10-12",(EA),0.78,1.1095867,'-,[1.08-1.14],CDKAL1,"Crohn's disease","Crohn's disease",'-,GCST003044,6:20728500
rs12942547-<b>A</b>,"1 x 10-16",(EA),0.58,1.1087568,'-,[1.08-1.13],STAT3,"Crohn's disease","Crohn's disease",'-,GCST003044,17:42375526
rs2284553-<b>G</b>,"6 x 10-17",(EA),0.59,1.1087041,'-,[1.08-1.13],IFNGR2,"Crohn's disease","Crohn's disease",'-,GCST003044,21:33404389
rs1199103-<b>A</b>,"5 x 10-11",(EA),0.78,1.1072454,'-,[1.08-1.14],IPMK,"Crohn's disease","Crohn's disease",'-,GCST003044,10:58187470
rs3766606-<b>C</b>,"5 x 10-9",(EA),0.83,1.1060587,'-,[1.07-1.14],PARK7,"Crohn's disease","Crohn's disease",'-,GCST003044,1:7962137
rs925255-<b>G</b>,"1 x 10-16",(EA),0.55,1.1052196,'-,[1.08-1.13],FLJ31356,"Crohn's disease","Crohn's disease",'-,GCST003044,2:28391927
rs6740462-<b>A</b>,"2 x 10-12",(EA),0.74,1.1048803,'-,[1.08-1.13],"SPRED2, DNAJB12P1","Crohn's disease","Crohn's disease",'-,GCST003044,2:65440138
rs7236492-<b>G</b>,"9 x 10-9",(EA),0.85,1.1047964,'-,[1.07-1.14],NFATC1,"Crohn's disease","Crohn's disease",'-,GCST003044,18:79460616
rs2227551-<b>A</b>,"5 x 10-13",(EA),0.73,1.1045585,'-,[1.08-1.13],PLAU,"Crohn's disease","Crohn's disease",'-,GCST003044,10:73909432
rs559928-<b>G</b>,"4 x 10-10",(EA),0.81,1.1042032,'-,[1.07-1.14],"LINC02723, RPS6KA4","Crohn's disease","Crohn's disease",'-,GCST003044,11:64382898
rs1456896-<b>A</b>,"1 x 10-13",(EA),0.69,1.1026409,'-,[1.08-1.13],"IKZF1, SPATA48","Crohn's disease","Crohn's disease",'-,GCST003044,7:50264865
rs1517037-<b>?</b>,"8 x 10-7",(EA),NR,'-,'-,'-,"GRP, SEC11C","Crohn's disease","Crohn's disease",'-,GCST003044,18:59211042
rs6738490-<b>?</b>,"4 x 10-78",(EA),NR,'-,'-,'-,ATG16L1,"Crohn's disease","Crohn's disease",'-,GCST003044,2:233252937
rs11679753-<b>?</b>,"5 x 10-11",(EA),NR,'-,'-,'-,RN7SL51P,"Crohn's disease","Crohn's disease",'-,GCST003044,2:62325186
rs76181804-<b>?</b>,"1 x 10-10",(EA),NR,'-,'-,'-,"ATP6V1G3, PTPRC","Crohn's disease","Crohn's disease",'-,GCST003044,1:198632575
rs61959448-<b>?</b>,"2 x 10-10",(EA),NR,'-,'-,'-,"LINC02341, AKAP11","Crohn's disease","Crohn's disease",'-,GCST003044,13:42336183
rs71624119-<b>?</b>,"7 x 10-10",(EA),NR,'-,'-,'-,ANKRD55,"Crohn's disease","Crohn's disease",'-,GCST003044,5:56144903
rs10276381-<b>?</b>,"7 x 10-10",(EA),NR,'-,'-,'-,JAZF1,"Crohn's disease","Crohn's disease",'-,GCST003044,7:28150502
rs631106-<b>?</b>,"6 x 10-8",(EA),NR,'-,'-,'-,"USP1, KANK4","Crohn's disease","Crohn's disease",'-,GCST003044,1:62436136
rs7556897-<b>A</b>,"6 x 10-6",(EA),0.66,1.0588406,'-,[1.03-1.08],"SNRPGP8, CCL20","Crohn's disease","Crohn's disease",'-,GCST003044,2:227795396
rs71485777-<b>?</b>,"1 x 10-36",(EA),NR,'-,'-,'-,"LINC01475, GOT1","Crohn's disease","Crohn's disease",'-,GCST003044,10:99523571
rs6561151-<b>?</b>,"5 x 10-25",(EA),NR,'-,'-,'-,NRAD1,"Crohn's disease","Crohn's disease",'-,GCST003044,13:43910570
rs9264942-<b>?</b>,"5 x 10-25",(EA),NR,'-,'-,'-,"LINC02571, HLA-B","Crohn's disease","Crohn's disease",'-,GCST003044,6:31306603
rs6425143-<b>?</b>,"3 x 10-22",(EA),NR,'-,'-,'-,AIMP1P2,"Crohn's disease","Crohn's disease",'-,GCST003044,1:172875212
rs780094-<b>?</b>,"4 x 10-22",(EA),NR,'-,'-,'-,GCKR,"Crohn's disease","Crohn's disease",'-,GCST003044,2:27518370
rs7869487-<b>?</b>,"7 x 10-19",(EA),NR,'-,'-,'-,"DELEC1, TNFSF15","Crohn's disease","Crohn's disease",'-,GCST003044,9:114818634
rs9989735-<b>?</b>,"2 x 10-18",(EA),NR,'-,'-,'-,SP140,"Crohn's disease","Crohn's disease",'-,GCST003044,2:230250739
rs9457247-<b>?</b>,"2 x 10-18",(EA),NR,'-,'-,'-,"RNASET2, MIR3939","Crohn's disease","Crohn's disease",'-,GCST003044,6:166978686
rs2476601-<b>?</b>,"4 x 10-17",(EA),NR,'-,'-,'-,PTPN22,"Crohn's disease","Crohn's disease",'-,GCST003044,1:113834946
rs9491891-<b>?</b>,"3 x 10-16",(EA),NR,'-,'-,'-,"THEMIS, PTPRK","Crohn's disease","Crohn's disease",'-,GCST003044,6:127956006
rs34592089-<b>?</b>,"1 x 10-15",(EA),NR,'-,'-,'-,BANK1,"Crohn's disease","Crohn's disease",'-,GCST003044,4:102005766
rs6503695-<b>?</b>,"1 x 10-14",(EA),NR,'-,'-,'-,STAT3,"Crohn's disease","Crohn's disease",'-,GCST003044,17:42347515
rs34804116-<b>?</b>,"1 x 10-13",(EA),NR,'-,'-,'-,"LINC02230, TMEM174","Crohn's disease","Crohn's disease",'-,GCST003044,5:73244023
rs72727394-<b>?</b>,"5 x 10-12",(EA),NR,'-,'-,'-,RASGRP1,"Crohn's disease","Crohn's disease",'-,GCST003044,15:38554821
rs56163845-<b>?</b>,"9 x 10-12",(EA),NR,'-,'-,'-,CPEB4,"Crohn's disease","Crohn's disease",'-,GCST003044,5:173946945
rs12422544-<b>G</b>,"4 x 10-25",(EA),0.01915,1.4551913,'-,[1.38-1.53],"SLC2A13, LINC02555","Crohn's disease","Crohn's disease",'-,GCST003044,12:40134630
rs3024505-<b>A</b>,"4 x 10-25",(EA),0.1573,1.1797599,'-,[1.15-1.21],"Y_RNA, IL10","Crohn's disease","Crohn's disease",'-,GCST003044,1:206766559
rs2024092-<b>A</b>,"7 x 10-25",(EA),0.2162,1.159123,'-,[1.13-1.19],SBNO2,"Crohn's disease","Crohn's disease",'-,GCST003044,19:1124032
rs12946510-<b>A</b>,"2 x 10-24",(EA),0.4675,1.1311512,'-,[1.11-1.15],"GRB7, IKZF3","Crohn's disease","Crohn's disease",'-,GCST003044,17:39756124
rs7608910-<b>G</b>,"3 x 10-23",(EA),0.3909,1.1281834,'-,[1.1-1.15],PUS10,"Crohn's disease","Crohn's disease",'-,GCST003044,2:60977721
rs7746082-<b>C</b>,"3 x 10-23",(EA),0.2869,1.1415608,'-,[1.12-1.17],"PRDM1, RN7SKP211","Crohn's disease","Crohn's disease",'-,GCST003044,6:105987394
rs7282490-<b>G</b>,"6 x 10-23",(EA),0.3934,1.1274672,'-,[1.1-1.15],GATD3A,"Crohn's disease","Crohn's disease",'-,GCST003044,21:44195858
rs13407913-<b>G</b>,"1 x 10-21",(EA),0.4306,1.1213214,'-,[1.1-1.14],ADCY3,"Crohn's disease","Crohn's disease",'-,GCST003044,2:24874775
rs4768236-<b>C</b>,"4 x 10-21",(EA),0.3295,1.1238824,'-,[1.1-1.15],LRRK2,"Crohn's disease","Crohn's disease",'-,GCST003044,12:40362670
rs516246-<b>A</b>,"1 x 10-20",(EA),0.4652,1.1213977,'-,[1.1-1.15],FUT2,"Crohn's disease","Crohn's disease",'-,GCST003044,19:48702915
rs17293632-<b>A</b>,"4 x 10-20",(EA),0.2364,1.1369898,'-,[1.11-1.16],SMAD3,"Crohn's disease","Crohn's disease",'-,GCST003044,15:67150258
rs212388-<b>G</b>,"2 x 10-16",(EA),0.3957,1.1078008,'-,[1.08-1.13],TAGAP-AS1,"Crohn's disease","Crohn's disease",'-,GCST003044,6:159069404
rs395157-<b>A</b>,"2 x 10-16",(EA),0.4842,1.1031193,'-,[1.08-1.13],OSMR,"Crohn's disease","Crohn's disease",'-,GCST003044,5:38867630
rs6708413-<b>G</b>,"3 x 10-16",(EA),0.2376,1.1225724,'-,[1.09-1.15],IL18RAP,"Crohn's disease","Crohn's disease",'-,GCST003044,2:102446909
rs1363907-<b>A</b>,"4 x 10-16",(EA),0.4212,1.10802,'-,[1.08-1.13],ERAP2,"Crohn's disease","Crohn's disease",'-,GCST003044,5:96917099
rs2488389-<b>A</b>,"9 x 10-15",(EA),0.2092,1.1191661,'-,[1.09-1.15],DENND1B,"Crohn's disease","Crohn's disease",'-,GCST003044,1:197662011
rs1292053-<b>G</b>,"2 x 10-14",(EA),0.442,1.0954721,'-,[1.07-1.12],TUBD1,"Crohn's disease","Crohn's disease",'-,GCST003044,17:59886176
rs4256159-<b>A</b>,"7 x 10-14",(EA),0.1459,1.1343944,'-,[1.1-1.17],SATB1-AS1,"Crohn's disease","Crohn's disease",'-,GCST003044,3:18725912
rs8005161-<b>A</b>,"9 x 10-14",(EA),0.08653,1.1677363,'-,[1.13-1.21],GPR65,"Crohn's disease","Crohn's disease",'-,GCST003044,14:88006251
rs10495903-<b>A</b>,"3 x 10-13",(EA),0.1316,1.1337671,'-,[1.1-1.17],THADA,"Crohn's disease","Crohn's disease",'-,GCST003044,2:43579779
rs2930047-<b>G</b>,"1 x 10-12",(EA),0.372,1.0912733,'-,[1.07-1.12],DAP,"Crohn's disease","Crohn's disease",'-,GCST003044,5:10695414
rs174537-<b>A</b>,"2 x 10-12",(EA),0.3313,1.0922968,'-,[1.07-1.12],"TMEM258, MYRF","Crohn's disease","Crohn's disease",'-,GCST003044,11:61785208
rs2256609-<b>G</b>,"6 x 10-12",(EA),0.1971,1.1082332,'-,[1.08-1.14],UBE2L3,"Crohn's disease","Crohn's disease",'-,GCST003044,22:21570728
rs5763767-<b>A</b>,"6 x 10-13",(EA),0.4538,1.0924478,'-,[1.07-1.12],HORMAD2,"Crohn's disease","Crohn's disease",'-,GCST003044,22:30097893
rs6074022-<b>G</b>,"3 x 10-12",(EA),0.2503,1.1011126,'-,[1.07-1.13],"CD40, RPL13P2","Crohn's disease","Crohn's disease",'-,GCST003044,20:46111557
rs3749172-<b>A</b>,"6 x 10-11",,0.28,1.45,'-,[1.29–1.61],GPR35,"Crohn's disease","Crohn's disease",'-,GCST008485,2:240630832
rs224143-<b>G</b>,"2 x 10-9",,0.59,1.38,'-,[1.24–1.53],ALDH7A1P4,"Crohn's disease","Crohn's disease",'-,GCST008485,10:62718076
rs1250569-<b>T</b>,"3 x 10-7",,0.48,1.3,'-,[1.18–1.44],ZMIZ1,"Crohn's disease","Crohn's disease",'-,GCST008485,10:79285450
rs4409764-<b>T</b>,"8 x 10-8",,0.46,1.32,'-,[1.19–1.46],"GOT1, LINC01475","Crohn's disease","Crohn's disease",'-,GCST008485,10:99524480
rs514000-<b>C</b>,"9 x 10-8",,0.33,1.33,'-,[1.20–1.48],PTPN2,"Crohn's disease","Crohn's disease",'-,GCST008485,18:12854073
rs2823256-<b>G</b>,"2 x 10-7",,0.7,1.35,'-,[1.20–1.51],CYCSP42,"Crohn's disease","Crohn's disease",'-,GCST008485,21:15414477
rs78898421-<b>?</b>,"3 x 10-26",,0.47,2.1,'-,NR,"DELEC1, TNFSF15","Crohn's disease","Crohn's disease",'-,GCST007216,9:114831987
rs224136-<b>?</b>,"9 x 10-9",,0.703,1.5873016,'-,NR,ALDH7A1P4,"Crohn's disease","Crohn's disease",'-,GCST007216,10:62710915
rs73243351-<b>?</b>,"4 x 10-8",,0.203,1.53,'-,NR,LINC02513,"Crohn's disease","Crohn's disease",'-,GCST007216,4:38333446
rs56167332-<b>?</b>,"9 x 10-8",,0.381,1.43,'-,NR,"LINC01845, IL12B","Crohn's disease","Crohn's disease",'-,GCST007216,5:159400761
rs56354901-<b>?</b>,"6 x 10-7",,0.122,1.59,'-,NR,IL27,"Crohn's disease","Crohn's disease",'-,GCST007216,16:28511823
rs76418789-<b>?</b>,"7 x 10-7",,0.923,2.3255813,'-,NR,"IL23R, C1orf141","Crohn's disease","Crohn's disease",'-,GCST007216,1:67182913
rs184950714-<b>?</b>,"4 x 10-19",,0.156,2.05,'-,NR,"HLA-DQB1, MTCO3P1","Crohn's disease","Crohn's disease",'-,GCST007216,6:32668951
rs488200-<b>T</b>,"4 x 10-8",,0.451,1.31,'-,'-,INKA2,"Crohn's disease","Crohn's disease",'-,GCST007216,1:111720204
rs4727354-<b>T</b>,"7 x 10-6",,0.043,1.59,'-,NR,"GSAP, CCDC146","Crohn's disease","Crohn's disease",'-,GCST007216,7:77319034
rs4286721-<b>G</b>,"3 x 10-6",,NR,1.3368983,'-,[1.18-1.51],TTC33,"Crohn's disease","Crohn's disease",'-,GCST008730,5:40497502
rs76418789-<b>?</b>,"4 x 10-7",,NR,1.1363636,'-,[1.08-1.19],"IL23R, C1orf141","Crohn's disease","Crohn's disease",'-,GCST010577,1:67182913
rs117742432-<b>?</b>,"7 x 10-6",,NR,1.1627907,'-,[1.09-1.23],SULF1,"Crohn's disease","Crohn's disease",'-,GCST010577,8:69560258
rs55951892-<b>?</b>,"2 x 10-23",,NR,1.1235955,'-,[1.1-1.16],"DELEC1, TNFSF15","Crohn's disease","Crohn's disease",'-,GCST010577,9:114813633
rs117223925-<b>?</b>,"6 x 10-6",,NR,1.1111112,'-,[1.06-1.16],VSTM2B,"Crohn's disease","Crohn's disease",'-,GCST010577,19:29530539
rs12647478-<b>?</b>,"8 x 10-6",,NR,1.0869565,'-,[1.05-1.14],'-,"Crohn's disease","Crohn's disease",'-,GCST010577,4:188972159
rs224136-<b>?</b>,"1 x 10-7",,NR,1.0752687,'-,[1.05-1.11],ALDH7A1P4,"Crohn's disease","Crohn's disease",'-,GCST010577,10:62710915
rs151258497-<b>?</b>,"5 x 10-6",,NR,1.0638298,'-,[1.03-1.09],TRPM3,"Crohn's disease","Crohn's disease",'-,GCST010577,9:71266959
rs6126698-<b>?</b>,"8 x 10-6",,NR,1.0638298,'-,[1.03-1.1],"TSHZ2, RPL36P1","Crohn's disease","Crohn's disease",'-,GCST010577,20:52931763
rs534888-<b>?</b>,"7 x 10-6",,NR,1.0526316,'-,[1.03-1.09],RAP1A,"Crohn's disease","Crohn's disease",'-,GCST010577,1:111680080
rs12678162-<b>?</b>,"3 x 10-6",,NR,1.06,'-,[1.03-1.08],"RN7SKP226, PVT1","Crohn's disease","Crohn's disease",'-,GCST010577,8:128212448
rs56167332-<b>?</b>,"3 x 10-7",,NR,1.07,'-,[1.04-1.09],"LINC01845, IL12B","Crohn's disease","Crohn's disease",'-,GCST010577,5:159400761
rs2833577-<b>?</b>,"1 x 10-6",,NR,1.07,'-,[1.04-1.11],HUNK,"Crohn's disease","Crohn's disease",'-,GCST010577,21:31954469
rs55843528-<b>?</b>,"2 x 10-7",,NR,1.08,'-,[1.05-1.11],LINC02513,"Crohn's disease","Crohn's disease",'-,GCST010577,4:38359795
rs56354901-<b>?</b>,"2 x 10-6",,NR,1.09,'-,[1.05-1.13],IL27,"Crohn's disease","Crohn's disease",'-,GCST010577,16:28511823
rs7515774-<b>?</b>,"1 x 10-6",,NR,1.1,'-,[1.06-1.15],"PLA2G2D, PLA2G5","Crohn's disease","Crohn's disease",'-,GCST010577,1:20111141
rs781387485-<b>?</b>,"3 x 10-6",,NR,1.11,'-,[1.06-1.16],"GABRA5, GABRB3","Crohn's disease","Crohn's disease",'-,GCST010577,15:26911391
rs11227126-<b>?</b>,"2 x 10-6",,NR,1.12,'-,[1.07-1.18],"HIGD1AP10, SYVN1","Crohn's disease","Crohn's disease",'-,GCST010577,11:65140591
rs4727354-<b>?</b>,"3 x 10-6",,NR,1.14,'-,[1.08-1.20],"GSAP, CCDC146","Crohn's disease","Crohn's disease",'-,GCST010577,7:77319034
rs9623882-<b>?</b>,"2 x 10-6",,NR,1.14,'-,[1.08-1.20],IGLV3-21,"Crohn's disease","Crohn's disease",'-,GCST010577,22:22712129
rs184950714-<b>?</b>,"1 x 10-17",,NR,1.16,'-,[1.12-1.19],"HLA-DQB1, MTCO3P1","Crohn's disease","Crohn's disease",'-,GCST010577,6:32668951
rs10068082-<b>?</b>,"2 x 10-6",,NR,1.17,'-,[1.10-1.26],PIK3R1,"Crohn's disease","Crohn's disease",'-,GCST010577,5:68395641
