"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs6983561-<b>C</b>,"4 x 10-13",(Japanese),0.18,1.87,'-,[1.58-2.22],"CASC19, PCAT1","Prostate cancer","prostate carcinoma",'-,GCST001646,8:127094635
rs10090154-<b>T</b>,"3 x 10-6","(Latin American)",0.08,1.68,'-,[1.35-2.09],CASC8,"Prostate cancer","prostate carcinoma",'-,GCST001646,8:127519892
rs10505483-<b>T</b>,"7 x 10-15","(Japanese and Latin American)",NR,1.73,'-,NR,"CASC19, PCAT1","Prostate cancer","prostate carcinoma",'-,GCST001646,8:127112950
rs17023900-<b>G</b>,"6 x 10-8","(Japanese and Latin American)",NR,1.41,'-,NR,"PPATP1, LINC00506","Prostate cancer","prostate carcinoma",'-,GCST001646,3:87085650
rs10503733-<b>T</b>,"8 x 10-8","(Japanese and Latin American)",NR,1.29,'-,NR,"NKX3-1, SINHCAFP3","Prostate cancer","prostate carcinoma",'-,GCST001646,8:23676505
rs13254738-<b>C</b>,"4 x 10-10",(Japanese),0.54,1.59,'-,[1.38-1.84],"PCAT1, PRNCR1, CASC19","Prostate cancer","prostate carcinoma",'-,GCST001646,8:127092098
rs140971918-<b>G</b>,"4 x 10-6",,0.63,1.68,'-,[1.34-2.09],SMAD9,"Prostate cancer","prostate carcinoma",'-,GCST005786,13:36861531
rs7325069-<b>G</b>,"3 x 10-6",,0.62,1.63,'-,[1.33-1.99],"TUBGCP3, ATP11AUN","Prostate cancer","prostate carcinoma",'-,GCST005786,13:112620498
rs234439-<b>G</b>,"3 x 10-6",,0.79,1.78,'-,[1.39-2.26],LINC02325,"Prostate cancer","prostate carcinoma",'-,GCST005786,14:97356528
rs112896149-<b>G</b>,"5 x 10-6",,0.8,1.87,'-,[1.43-2.45],RBFOX1,"Prostate cancer","prostate carcinoma",'-,GCST005786,16:7552979
rs8093567-<b>T</b>,"2 x 10-6",,0.84,2.01,'-,[1.51-2.69],SMUG1P1,"Prostate cancer","prostate carcinoma",'-,GCST005786,18:49679976
rs2571082-<b>G</b>,"7 x 10-6",,0.72,1.76,'-,[1.38-2.25],"ZNF112, ZNF285","Prostate cancer","prostate carcinoma",'-,GCST005786,19:44371829
rs7258285-<b>G</b>,"3 x 10-6",,0.7,1.66,'-,[1.34-2.06],ZIM2-AS1,"Prostate cancer","prostate carcinoma",'-,GCST005786,19:56687205
rs1340678-<b>T</b>,"4 x 10-6",,0.51,1.56,'-,[1.29-1.89],'-,"Prostate cancer","prostate carcinoma",'-,GCST005786,1:79987113
rs12095604-<b>C</b>,"5 x 10-6",,0.1,2.1,'-,[1.53-2.88],"LRRC8B, GBP1P1","Prostate cancer","prostate carcinoma",'-,GCST005786,1:89431556
rs61005944-<b>CT</b>,"1 x 10-6",,0.22,1.77,'-,[1.41-2.23],"NVL, DEGS1","Prostate cancer","prostate carcinoma",'-,GCST005786,1:224217786
rs148184576-<b>A</b>,"3 x 10-6",,0.94,3.59,'-,[2.09-6.16],HNRNPA1P57,"Prostate cancer","prostate carcinoma",'-,GCST005786,2:41094221
rs58488929-<b>C</b>,"6 x 10-6",,0.07,2.28,'-,[1.59-3.25],ANKRD36,"Prostate cancer","prostate carcinoma",'-,GCST005786,2:97135631
rs6431219-<b>C</b>,"8 x 10-6",,0.51,1.55,'-,[1.28-1.88],BIN1,"Prostate cancer","prostate carcinoma",'-,GCST005786,2:127104557
rs5855014-<b>GC</b>,"3 x 10-6",,0.85,2.12,'-,[1.55-2.91],HTR3C2P,"Prostate cancer","prostate carcinoma",'-,GCST005786,3:184083406
chr4:181412356-<b>T</b>,"5 x 10-6",,0.93,3.04,'-,[1.88-4.91],'-,"Prostate cancer","prostate carcinoma",'-,GCST005786,"Mapping not available"
rs76861935-<b>C</b>,"9 x 10-6",,0.86,2.02,'-,[1.48-2.75],'-,"Prostate cancer","prostate carcinoma",'-,GCST005786,5:116942357
rs17060512-<b>T</b>,"7 x 10-6",,0.89,2.32,'-,[1.61-3.35],RNU6-164P,"Prostate cancer","prostate carcinoma",'-,GCST005786,5:162565392
rs79774606-<b>G</b>,"9 x 10-6",,0.81,1.93,'-,[1.44-2.57],CDYL,"Prostate cancer","prostate carcinoma",'-,GCST005786,6:4905041
rs6979813-<b>C</b>,"6 x 10-6",,0.72,1.7,'-,[1.35-2.14],CPVL,"Prostate cancer","prostate carcinoma",'-,GCST005786,7:29103463
rs72725854-<b>T</b>,"2 x 10-11",,0.06,3.37,'-,[2.36-4.82],PCAT1,"Prostate cancer","prostate carcinoma",'-,GCST005786,8:127062570
rs76784613-<b>G</b>,"1 x 10-6",,0.04,2.86,'-,[1.87-4.37],"CASC19, PCAT1","Prostate cancer","prostate carcinoma",'-,GCST005786,8:127164718
rs2151715-<b>G</b>,"3 x 10-6",,0.7,1.74,'-,[1.38-2.18],'-,"Prostate cancer","prostate carcinoma",'-,GCST005786,9:11130398
rs4741206-<b>G</b>,"9 x 10-6",,0.78,1.78,'-,[1.38-2.30],'-,"Prostate cancer","prostate carcinoma",'-,GCST005786,9:12079333
rs73408421-<b>A</b>,"1 x 10-6",,0.76,1.81,'-,[1.42-2.30],'-,"Prostate cancer","prostate carcinoma",'-,GCST005786,9:12184024
rs11003686-<b>A</b>,"9 x 10-6",,0.1,2.06,'-,[1.50-2.84],'-,"Prostate cancer","prostate carcinoma",'-,GCST005786,10:53578095
rs11651052-<b>G</b>,"2 x 10-40",,0.53,1.22,'-,[1.19-1.27],HNF1B,"Prostate cancer","prostate carcinoma",'-,GCST007506,17:37742390
rs6679717-<b>?</b>,"3 x 10-13",,'-,'-,'-,'-,"LRRN2, RNA5SP74","Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,1:204591549
rs73913932-<b>?</b>,"4 x 10-8",,'-,'-,'-,'-,GRHL1,"Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,2:9954397
rs2289081-<b>?</b>,"2 x 10-9",,'-,'-,'-,'-,"GDF7, LDAH","Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,2:20682080
rs12464616-<b>?</b>,"1 x 10-8",,'-,'-,'-,'-,ZNF512,"Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,2:27604225
rs11904510-<b>?</b>,"8 x 10-17",,'-,'-,'-,'-,THADA,"Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,2:43570571
rs1009358-<b>?</b>,"8 x 10-9",,'-,'-,'-,'-,"LINC02576, LINC02245","Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,2:65049318
rs17041869-<b>?</b>,"1 x 10-12",,'-,'-,'-,'-,"BCL2L11, MIR4435-2HG","Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,2:111138666
rs2673148-<b>?</b>,"2 x 10-8",,'-,'-,'-,'-,'-,"Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,2:226310267
rs11709119-<b>?</b>,"5 x 10-10",,'-,'-,'-,'-,"SYN2, GSTM5P1","Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,3:12234993
rs114460169-<b>?</b>,"2 x 10-9",,'-,'-,'-,'-,UBE2E2,"Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,3:23242812
rs6808932-<b>?</b>,"2 x 10-12",,'-,'-,'-,'-,SIDT1,"Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,3:113590302
rs11708733-<b>?</b>,"2 x 10-8",,'-,'-,'-,'-,EEFSEC,"Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,3:128321052
rs6763927-<b>T</b>,"3 x 10-9",,0.44,'-,'-,'-,ZBTB38,"Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,3:141421524
rs76360965-<b>?</b>,"2 x 10-12",,'-,'-,'-,'-,MBNL1,"Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,3:152292353
rs4530726-<b>?</b>,"4 x 10-8",,'-,'-,'-,'-,ITGA1,"Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,5:52762839
rs10900829-<b>?</b>,"5 x 10-10",,'-,'-,'-,'-,"RN7SL541P, LINC01843","Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,5:134513226
rs9356756-<b>?</b>,"4 x 10-8",,'-,'-,'-,'-,CDKAL1,"Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,6:20843920
rs1741652-<b>?</b>,"4 x 10-8",,'-,'-,'-,'-,RFX6,"Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,6:116943827
rs4385321-<b>A</b>,"1 x 10-15",,0.35,'-,'-,'-,RGS17,"Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,6:153073593
rs316025-<b>?</b>,"1 x 10-12",,'-,'-,'-,'-,SLC22A2,"Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,6:160262349
rs6944344-<b>?</b>,"4 x 10-8",,'-,'-,'-,'-,LINC01162,"Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,7:20972525
rs38514-<b>?</b>,"8 x 10-10",,'-,'-,'-,'-,JAZF1,"Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,7:27988813
rs73404162-<b>?</b>,"8 x 10-9",,'-,'-,'-,'-,LMTK2,"Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,7:98124762
rs67763258-<b>?</b>,"2 x 10-8",,'-,'-,'-,'-,DPY19L4,"Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,8:94727414
rs62516032-<b>?</b>,"7 x 10-11",,'-,'-,'-,'-,"PCAT1, CASC8, POU5F1B","Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,8:127379167
rs76010824-<b>A</b>,"1 x 10-7",,0.07,1.26,'-,[1.16-1.38],SUCLG2,"Prostate cancer (survival)","survival time, prostate carcinoma",'-,GCST003100,3:67392218
rs140659849-<b>A</b>,"1 x 10-7",,0.01,2.61,'-,[1.83-3.73],DGKK,"Prostate cancer (survival)","survival time, prostate carcinoma",'-,GCST003100,X:50451939
rs114997855-<b>A</b>,"1 x 10-7",,0.02,1.67,'-,[1.38-2.03],"LCLAT1, LINC01936","Prostate cancer (survival)","survival time, prostate carcinoma",'-,GCST003100,2:30399958
rs723557-<b>G</b>,"6 x 10-7",,0.08,1.15,'-,[1.09-1.22],'-,"Prostate cancer (survival)","survival time, prostate carcinoma",'-,GCST003100,X:127519376
rs2788612-<b>?</b>,"6 x 10-16","(Prostate cancer, rectal incontinence, univariable analysis)",0.05,'-,"0.18 unit increase",[NR],KCND3,"Response to radiotherapy in cancer (late toxicity)","response to radiation, prostate carcinoma",'-,GCST002431,1:111873741
rs11595238-<b>?</b>,"2 x 10-6","(Prostate cancer, rectal incontinence, multivariable analysis)",0.04,6.61,'-,'-,ERLIN1,"Response to radiotherapy in cancer (late toxicity)","response to radiation, prostate carcinoma",'-,GCST002431,10:100170652
rs9832625-<b>?</b>,"3 x 10-6","(Prostate cancer, rectal incontinence, univariable analysis)",0.08,'-,"0.07 unit increase",[NR],"RBMS3-AS3, RBMS3","Response to radiotherapy in cancer (late toxicity)","response to radiation, prostate carcinoma",'-,GCST002431,3:29287529
rs2823779-<b>?</b>,"7 x 10-6","(Prostate cancer, urine incontinence, univariable analysis)",0.09,'-,"0.1 unit increase",[NR],MIR99AHG,"Response to radiotherapy in cancer (late toxicity)","response to radiation, prostate carcinoma",'-,GCST002431,21:16396204
rs13287517-<b>C</b>,"1 x 10-14",,0.39,'-,'-,'-,HAUS6,"Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,9:19064131
rs3217992-<b>?</b>,"8 x 10-9",,'-,'-,'-,'-,"CDKN2B-AS1, CDKN2B","Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,9:22003224
rs1758632-<b>C</b>,"1 x 10-12",,0.38,'-,'-,'-,UBAP2,"Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,9:34025642
rs1053403-<b>?</b>,"3 x 10-8",,'-,'-,'-,'-,"NUDT5, SEC61A2","Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,10:12166308
rs12413648-<b>?</b>,"9 x 10-10",,'-,'-,'-,'-,LINC01153,"Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,10:121279383
rs7103835-<b>A</b>,"3 x 10-10",,0.31,'-,'-,'-,RAPSN,"Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,11:47440142
rs12284087-<b>?</b>,"4 x 10-10",,'-,'-,'-,'-,TPCN2,"Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,11:69127285
rs3753051-<b>?</b>,"3 x 10-9",,'-,'-,'-,'-,EMSY,"Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,11:76546171
rs11214775-<b>?</b>,"3 x 10-11",,'-,'-,'-,'-,HTR3B,"Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,11:113936459
rs17522122-<b>T</b>,"4 x 10-9",,0.48,'-,'-,'-,AKAP6,"Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,14:32833676
rs10400825-<b>G</b>,"3 x 10-9",,0.15,'-,'-,'-,"KNL1, Metazoa_SRP","Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,15:40588918
rs12912009-<b>?</b>,"3 x 10-9",,'-,'-,'-,'-,"ARPIN-AP3S2, AP3S2","Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,15:89885916
rs11656665-<b>?</b>,"8 x 10-10",,'-,'-,'-,'-,SREBF1,"Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,17:17821475
rs9911983-<b>?</b>,"5 x 10-8",,'-,'-,'-,'-,OSBPL7,"Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,17:47808390
rs11079847-<b>?</b>,"3 x 10-9",,'-,'-,'-,'-,GIP,"Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,17:48959662
rs7236466-<b>G</b>,"2 x 10-8",,0.38,'-,'-,'-,ZNF236,"Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,18:76850295
rs6011040-<b>?</b>,"2 x 10-13",,'-,'-,'-,'-,ARFRP1,"Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,20:63706054
rs9607685-<b>?</b>,"4 x 10-8",,'-,'-,'-,'-,TNRC6B,"Type 2 diabetes or prostate cancer (pleiotropy)","prostate carcinoma, type 2 diabetes mellitus",'-,GCST011320,22:40083807
rs10861905-<b>?</b>,"8 x 10-7",,0.01,33.95,'-,[NR],"LINC01498, CMKLR1","Erectile dysfunction and prostate cancer treatment","response to radiation, prostate carcinoma, erectile dysfunction",'-,GCST000824,12:108373556
rs1527243-<b>?</b>,"1 x 10-6",,0.43,6.67,'-,[NR],'-,"Erectile dysfunction and prostate cancer treatment","response to radiation, prostate carcinoma, erectile dysfunction",'-,GCST000824,2:122533446
rs2716734-<b>?</b>,"2 x 10-6",,0.14,5.97,'-,[NR],"THUMPD2, TMEM178A","Erectile dysfunction and prostate cancer treatment","response to radiation, prostate carcinoma, erectile dysfunction",'-,GCST000824,2:39720581
rs16861326-<b>?</b>,"2 x 10-6",,0.02,17.85,'-,[NR],LINC01654,"Erectile dysfunction and prostate cancer treatment","response to radiation, prostate carcinoma, erectile dysfunction",'-,GCST000824,1:17967993
rs3802458-<b>?</b>,"4 x 10-6",,0.04,10.53,'-,[NR],AOPEP,"Erectile dysfunction and prostate cancer treatment","response to radiation, prostate carcinoma, erectile dysfunction",'-,GCST000824,9:94978992
rs6862844-<b>?</b>,"4 x 10-6",,0.09,6.72,'-,[NR],LINC02240,"Erectile dysfunction and prostate cancer treatment","response to radiation, prostate carcinoma, erectile dysfunction",'-,GCST000824,5:125030274
rs11122834-<b>?</b>,"5 x 10-6",,0.29,4.93,'-,[NR],GLI2,"Erectile dysfunction and prostate cancer treatment","response to radiation, prostate carcinoma, erectile dysfunction",'-,GCST000824,2:120943713
rs5944185-<b>?</b>,"7 x 10-6",,0.16,10.5,'-,[NR],'-,"Erectile dysfunction and prostate cancer treatment","response to radiation, prostate carcinoma, erectile dysfunction",'-,GCST000824,X:25835497
rs6049375-<b>?</b>,"8 x 10-6",,0.28,4.84,'-,[NR],LINC01721,"Erectile dysfunction and prostate cancer treatment","response to radiation, prostate carcinoma, erectile dysfunction",'-,GCST000824,20:24077771
rs872690-<b>?</b>,"9 x 10-6",,0.03,11.78,'-,[NR],"SYTL5, H2AL1RP","Erectile dysfunction and prostate cancer treatment","response to radiation, prostate carcinoma, erectile dysfunction",'-,GCST000824,X:37995474
rs7064929-<b>?</b>,"7 x 10-7",,0.17,13.65,'-,[NR],'-,"Erectile dysfunction and prostate cancer treatment","response to radiation, prostate carcinoma, erectile dysfunction",'-,GCST000824,X:65147139
rs6741148-<b>?</b>,"4 x 10-6",,0.33,5.2,'-,[NR],"RMDN2, RMDN2-AS1","Erectile dysfunction and prostate cancer treatment","response to radiation, prostate carcinoma, erectile dysfunction",'-,GCST000824,2:38050689
rs10194115-<b>?</b>,"5 x 10-7",,0.07,9,'-,[NR],TTC7A,"Erectile dysfunction and prostate cancer treatment","response to radiation, prostate carcinoma, erectile dysfunction",'-,GCST000824,2:47012873
rs2268363-<b>?</b>,"5 x 10-8",,0.18,7.03,'-,[NR],FSHR,"Erectile dysfunction and prostate cancer treatment","response to radiation, prostate carcinoma, erectile dysfunction",'-,GCST000824,2:48974189
rs2806864-<b>?</b>,"6 x 10-7",,0.15,6.42,'-,[NR],PTGFRN,"Erectile dysfunction and prostate cancer treatment","response to radiation, prostate carcinoma, erectile dysfunction",'-,GCST000824,1:116927159
rs12336160-<b>?</b>,"1 x 10-6",,0.09,7.26,'-,[NR],"NFX1, CHMP5","Erectile dysfunction and prostate cancer treatment","response to radiation, prostate carcinoma, erectile dysfunction",'-,GCST000824,9:33283584
rs10210358-<b>?</b>,"2 x 10-6",,0.31,5.34,'-,[NR],'-,"Erectile dysfunction and prostate cancer treatment","response to radiation, prostate carcinoma, erectile dysfunction",'-,GCST000824,"Mapping not available"
rs5925696-<b>?</b>,"3 x 10-6",,0.26,12.52,'-,[NR],'-,"Erectile dysfunction and prostate cancer treatment","response to radiation, prostate carcinoma, erectile dysfunction",'-,GCST000824,X:22873960
rs2901964-<b>?</b>,"5 x 10-6",,0.37,5.26,'-,[NR],"CELA2B, CELA2A","Erectile dysfunction and prostate cancer treatment","response to radiation, prostate carcinoma, erectile dysfunction",'-,GCST000824,1:15465931
rs9948-<b>?</b>,"6 x 10-6",,0.31,4.9,'-,[NR],"CNNM3, ANKRD23","Erectile dysfunction and prostate cancer treatment","response to radiation, prostate carcinoma, erectile dysfunction",'-,GCST000824,2:96835063
rs5965182-<b>?</b>,"6 x 10-6",,0.12,11.73,'-,[NR],MTFR1P1,"Erectile dysfunction and prostate cancer treatment","response to radiation, prostate carcinoma, erectile dysfunction",'-,GCST000824,X:66386851
rs219553-<b>?</b>,"7 x 10-6",,0.42,5.56,'-,[NR],NUTF2P8,"Erectile dysfunction and prostate cancer treatment","response to radiation, prostate carcinoma, erectile dysfunction",'-,GCST000824,2:21354871
rs5971305-<b>?</b>,"8 x 10-6",,0.02,33.69,'-,[NR],'-,"Erectile dysfunction and prostate cancer treatment","response to radiation, prostate carcinoma, erectile dysfunction",'-,GCST000824,X:28214936
rs12243039-<b>?</b>,"6 x 10-6","(All samples, overall toxicity, multivariable analysis)",0.01,3.39,'-,'-,NEBL,"Response to radiotherapy in cancer (late toxicity)","response to radiation, prostate carcinoma, breast carcinoma",'-,GCST002431,10:21147293
rs35148638-<b>C</b>,"6 x 10-9",,0.255,'-,"0.088 unit increase",[0.059-0.117],RASA1,"Prostate cancer aggressiveness","cancer aggressiveness measurement, Gleason score measurement, prostate carcinoma",'-,GCST002886,5:87315172
rs78943174-<b>C</b>,"4 x 10-8",,0.987,'-,"0.289 unit increase",[0.19-0.39],NAALADL2,"Prostate cancer aggressiveness","cancer aggressiveness measurement, Gleason score measurement, prostate carcinoma",'-,GCST002886,3:175534948
rs62113212-<b>T</b>,"6 x 10-9",,0.061,'-,"0.138 unit increase",[0.091-0.185],KLK3,"Prostate cancer aggressiveness","cancer aggressiveness measurement, Gleason score measurement, prostate carcinoma",'-,GCST002886,19:50857584
rs1763604-<b>C</b>,"7 x 10-9",,0.42085,'-,"0.0372 unit decrease",[0.025-0.05],"SRARP, HSPB7","Breast cancer, ovarian cancer or prostate cancer (pleiotropy)","prostate carcinoma, breast carcinoma, ovarian carcinoma",'-,GCST010797,1:16013277
rs77548871-<b>C</b>,"5 x 10-9",,0.0472,'-,"0.0991 unit decrease",[0.066-0.132],ZBTB7B,"Breast cancer, ovarian cancer or prostate cancer (pleiotropy)","prostate carcinoma, breast carcinoma, ovarian carcinoma",'-,GCST010797,1:155016057
rs13007211-<b>A</b>,"1 x 10-9",,0.6935,'-,"0.0432 unit increase",[0.029-0.057],VAMP8,"Breast cancer, ovarian cancer or prostate cancer (pleiotropy)","prostate carcinoma, breast carcinoma, ovarian carcinoma",'-,GCST010797,2:85573959
rs17041869-<b>A</b>,"2 x 10-9",,0.8804,'-,"0.0571 unit decrease",[0.038-0.076],"BCL2L11, MIR4435-2HG","Breast cancer, ovarian cancer or prostate cancer (pleiotropy)","prostate carcinoma, breast carcinoma, ovarian carcinoma",'-,GCST010797,2:111138666
rs57251748-<b>CT</b>,"9 x 10-12",,0.15,'-,"0.0598 unit decrease",[0.043-0.077],TET2,"Breast cancer, ovarian cancer or prostate cancer (pleiotropy)","prostate carcinoma, breast carcinoma, ovarian carcinoma",'-,GCST010797,4:105137029
rs739704-<b>A</b>,"3 x 10-14",,0.2515,'-,"0.0542 unit decrease",[0.04-0.068],JAZF1,"Breast cancer, ovarian cancer or prostate cancer (pleiotropy)","prostate carcinoma, breast carcinoma, ovarian carcinoma",'-,GCST010797,7:27950149
rs720475-<b>A</b>,"7 x 10-12",,0.25455,'-,"0.0495 unit decrease",[0.035-0.064],ARHGEF5,"Breast cancer, ovarian cancer or prostate cancer (pleiotropy)","prostate carcinoma, breast carcinoma, ovarian carcinoma",'-,GCST010797,7:144377836
rs17762342-<b>A</b>,"2 x 10-15",,0.7935,'-,"0.061 unit increase",[0.046-0.076],PCAT1,"Breast cancer, ovarian cancer or prostate cancer (pleiotropy)","prostate carcinoma, breast carcinoma, ovarian carcinoma",'-,GCST010797,8:126990792
rs3802173-<b>T</b>,"3 x 10-11",,0.2261,'-,"0.0521 unit increase",[0.037-0.068],"PVT1, RN7SKP226","Breast cancer, ovarian cancer or prostate cancer (pleiotropy)","prostate carcinoma, breast carcinoma, ovarian carcinoma",'-,GCST010797,8:128187668
rs9657608-<b>T</b>,"1 x 10-10",,0.0923,'-,"0.0685 unit increase",[0.048-0.089],"MTAP, CDKN2A-DT","Breast cancer, ovarian cancer or prostate cancer (pleiotropy)","prostate carcinoma, breast carcinoma, ovarian carcinoma",'-,GCST010797,9:21956231
rs7898685-<b>A</b>,"3 x 10-10",,0.2913,'-,"0.0428 unit increase",[0.029-0.056],DNAJC1,"Breast cancer, ovarian cancer or prostate cancer (pleiotropy)","prostate carcinoma, breast carcinoma, ovarian carcinoma",'-,GCST010797,10:22010574
rs568110-<b>T</b>,"5 x 10-12",,0.2057,'-,"0.0523 unit increase",[0.037-0.067],"RNU7-165P, PPIAP39","Breast cancer, ovarian cancer or prostate cancer (pleiotropy)","prostate carcinoma, breast carcinoma, ovarian carcinoma",'-,GCST010797,10:113390512
rs7937840-<b>T</b>,"2 x 10-9",,0.26465,'-,"0.0446 unit increase",[0.03-0.059],INCENP,"Breast cancer, ovarian cancer or prostate cancer (pleiotropy)","prostate carcinoma, breast carcinoma, ovarian carcinoma",'-,GCST010797,11:62126500
rs118151305-<b>A</b>,"6 x 10-9",,0.12004999999999999,'-,"0.0672 unit decrease",[0.045-0.09],"RIN1, CD248","Breast cancer, ovarian cancer or prostate cancer (pleiotropy)","prostate carcinoma, breast carcinoma, ovarian carcinoma",'-,GCST010797,11:66324772
rs72932523-<b>A</b>,"1 x 10-9",,0.10565,'-,"0.0601 unit increase",[0.041-0.08],"TPCN2, SMIM38","Breast cancer, ovarian cancer or prostate cancer (pleiotropy)","prostate carcinoma, breast carcinoma, ovarian carcinoma",'-,GCST010797,11:69138652
rs2277509-<b>A</b>,"9 x 10-12",,0.69865,'-,"0.0466 unit increase",[0.033-0.06],CCDC88C,"Breast cancer, ovarian cancer or prostate cancer (pleiotropy)","prostate carcinoma, breast carcinoma, ovarian carcinoma",'-,GCST010797,14:91283251
rs2628317-<b>A</b>,"4 x 10-16",,0.72985,'-,"0.0582 unit increase",[0.044-0.072],STXBP4,"Breast cancer, ovarian cancer or prostate cancer (pleiotropy)","prostate carcinoma, breast carcinoma, ovarian carcinoma",'-,GCST010797,17:55135212
rs1469713-<b>A</b>,"1 x 10-10",,0.64405,'-,"0.043 unit decrease",[0.03-0.056],GATAD2A,"Breast cancer, ovarian cancer or prostate cancer (pleiotropy)","prostate carcinoma, breast carcinoma, ovarian carcinoma",'-,GCST010797,19:19417997
rs2300206-<b>G</b>,"2 x 10-8",,NR,1.1111112,'-,[NR],RALY,Cancer,"lung carcinoma, estrogen-receptor negative breast cancer, colorectal cancer, ovarian endometrioid carcinoma, prostate carcinoma, ovarian serous carcinoma, breast carcinoma, ovarian carcinoma, lung adenocarcinoma, squamous cell lung carcinoma",'-,GCST003587,20:34002002
